accepted_name,sources,synonym_count,synonyms,synonyms_detailed,contested_synonym_count,contested_synonyms,accepted_name_full,accepted_authority,family,genus,species,taxon_rank,description_year,cites_appendix,cites_full_note,wcvp_plant_name_id,wcvp_ipni_id,wfo_taxon_id,basionym,first_published,place_of_publication,geographic_area,classification,unique_to_source,raw_extras
Cymbidium munroanum,wfo,0,,,0,,Cymbidium munroanum King & Pantl.,King & Pantl.,Orchidaceae,Cymbidium,munroanum,species,1895,,,,,wfo-0000934531,,"J. Asiat. Soc. Bengal, Pt. 2, Nat. Hist. 64: 238 (1895)",,,unambiguous_accepted,wfo,"{""majorGroup"": ""A"", ""references"": ""https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:625095-1"", ""source"": ""World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."", ""taxonRemarks"": ""Source in seed data: wcs Update namepublishedIn from J. Asiat. Soc. Bengal, Pt. 2, Nat. Hist. 64: 338. 1895 [1896 publ. 1895] , as 'munronianum' to J. Asiat. Soc. Bengal, Pt. 2, Nat. Hist. 64: 238 (1895), information provided by Alan E. on email Jun. 07"", ""tplId"": ""kew-53299"", ""wfo_nomenclatural_status"": ""Valid""}"
Cymbidium pauwelsii,wcvp,1,Cymbidium lawrenceanum,Cymbidium lawrenceanum [Heterotypic; wcvp],0,,Cymbidium × pauwelsii J.G.Fowler,J.G.Fowler,Orchidaceae,Cymbidium,pauwelsii,Species,1911,,,464292,77239526-1,,<NA>,(1911),Gard. Chron.,,unambiguous_accepted,wcvp,"{""hybrid"": true, ""volume_and_page"": "", ser. 3, 49: 108""}"
Cymbidium sangii,wcvp,0,,,0,,Cymbidium sangii Aver. & V.C.Nguyen,Aver. & V.C.Nguyen,Orchidaceae,Cymbidium,sangii,Species,2023,,,3303074,77319212-1,,<NA>,(2023),Phytotaxa,Vietnam,unambiguous_accepted,wcvp,"{""climate_description"": ""wet tropical"", ""lifeform_description"": ""pseudobulbous epiphyte"", ""volume_and_page"": ""597: 96""}"
Cymbidium sedenii,wcvp,0,,,0,,Cymbidium × sedenii Rolfe & Hurst,Rolfe & Hurst,Orchidaceae,Cymbidium,sedenii,Species,1909,,,53368,77240243-1,,<NA>,(1909),Orchid Stud-Book,,unambiguous_accepted,wcvp,"{""hybrid"": true, ""volume_and_page"": "": 70""}"
Cymbidium sungwookii,wcvp,0,,,0,,"Cymbidium sungwookii Aver., Vuong & V.C.Nguyen","Aver., Vuong & V.C.Nguyen",Orchidaceae,Cymbidium,sungwookii,Species,2024,,,3313110,77352397-1,,<NA>,(2024),Turczaninowia,Vietnam,unambiguous_accepted,wcvp,"{""climate_description"": ""subtropical"", ""volume_and_page"": ""27(3): 10""}"
Cymbidium tortisepalum var. longibracteatum,cites_pdf,1,Cymbidium goeringii var. longibracteatum,Cymbidium goeringii var. longibracteatum [Unknown; cites_pdf],1,Cymbidium longibracteatum,Cymbidium tortisepalum var. longibracteatum (Y.S.Wu & S.C.Chen) S.C.Chen & Z.J.Liu,(Y.S.Wu & S.C.Chen) S.C.Chen & Z.J.Liu,Orchidaceae,Cymbidium,tortisepalum var. longibracteatum,,,,,,,,,,,,unambiguous_accepted,cites_pdf,"{""page"": 221, ""y"": 383.3}"
Cymbidium tortisepalum var. tortisepalum,cites_pdf,3,"Cymbidium faberi f. viridiﬂorum, Cymbidium goeringii f. viridiﬂorum, Cymbidium tortisepalum var. viridiﬂorum","Cymbidium faberi f. viridiﬂorum [Unknown; cites_pdf], Cymbidium goeringii f. viridiﬂorum [Unknown; cites_pdf], Cymbidium tortisepalum var. viridiﬂorum [Unknown; cites_pdf]",1,Cymbidium tsukengensis,Cymbidium tortisepalum var. tortisepalum,,Orchidaceae,Cymbidium,tortisepalum var. tortisepalum,,,,,,,,,,,,unambiguous_accepted,cites_pdf,"{""page"": 220, ""y"": 407.3}"
Cymbidium veitchii,wcvp,0,,,0,,Cymbidium × veitchii Rolfe & Hurst,Rolfe & Hurst,Orchidaceae,Cymbidium,veitchii,Species,1909,,,53435,77240087-1,,<NA>,(1909),Orchid Stud-Book,,unambiguous_accepted,wcvp,"{""hybrid"": true, ""volume_and_page"": "": 70""}"
Cymbidium wiganianum,wcvp,0,,,0,,Cymbidium × wiganianum Rolfe & Hurst,Rolfe & Hurst,Orchidaceae,Cymbidium,wiganianum,Species,1909,,,53446,77240128-1,,<NA>,(1909),Orchid Stud-Book,,unambiguous_accepted,wcvp,"{""hybrid"": true, ""volume_and_page"": "": 72""}"
Cymbidium winnianum,wcvp,0,,,0,,Cymbidium × winnianum Anon.,Anon.,Orchidaceae,Cymbidium,winnianum,Species,1894,,,53448,77239620-1,,<NA>,(1894),Reichenbachiana,,unambiguous_accepted,wcvp,"{""hybrid"": true, ""volume_and_page"": ""2: 6, t. 75""}"
Cymbidium x,cites_pdf,1,Cyperorchis x,Cyperorchis x [Unknown; cites_pdf],0,,Cymbidium x ballianum Rolfe,ballianum Rolfe,Orchidaceae,Cymbidium,x,,,,,,,,,,,,unambiguous_accepted,cites_pdf,"{""accepted_genus"": ""Cymbidium"", ""page"": 229, ""y"": 168.2}"
Cymbidium ﬁnlaysonianum Lindl.,cites_pdf,1,Cymbidium pendulum var. brevilabre,Cymbidium pendulum var. brevilabre [Unknown; cites_pdf],2,"Cymbidium tricolor, Cymbidium wallichii",Cymbidium ﬁnlaysonianum Lindl.,,Orchidaceae,Cymbidium,ﬁnlaysonianum Lindl.,,,,,,,,,,,,unambiguous_accepted,cites_pdf,"{""page"": 225, ""y"": 156.2}"
Cymbidium ﬂoribundum Lindl.,cites_pdf,3,"Cymbidium pumilum f. virescens, Cymbidium ﬂoribundum f. virescens (Makino) O.Gruss & M.Wolﬀ, Cymbidium ﬂoribundum var. pumilum (Rolfe) Y.S.Wu & S.C.Chen","Cymbidium pumilum f. virescens [Unknown; cites_pdf], Cymbidium ﬂoribundum f. virescens (Makino) O.Gruss & M.Wolﬀ [Unknown; cites_pdf], Cymbidium ﬂoribundum var. pumilum (Rolfe) Y.S.Wu & S.C.Chen [Unknown; cites_pdf]",3,"Cymbidium chawalongense, Cymbidium illiberale, Cymbidium pumilum",Cymbidium ﬂoribundum Lindl.,,Orchidaceae,Cymbidium,ﬂoribundum Lindl.,,,,,,,,,,,,unambiguous_accepted,cites_pdf,"{""page"": 218, ""y"": 514.9}"
Cynorkis adeleana,wcvp,0,,,0,,Cynorkis adeleana Pailler,Pailler,Orchidaceae,Cynorkis,adeleana,Species,2023,,,3303127,77332388-1,,<NA>,(2023),Phytotaxa,Réunion,unambiguous_accepted,wcvp,"{""climate_description"": ""wet tropical"", ""lifeform_description"": ""tuberous geophyte"", ""volume_and_page"": ""629: 181""}"
Cynorkis kaessneriana,wfo,1,Bicornella kassneriana,Bicornella kassneriana [Unknown; wfo],2,"Cynorkis kassneriana, Cynorkis rupicola",Cynorkis kaessneriana Kraenzl.,Kraenzl.,Orchidaceae,Cynorkis,kaessneriana,species,1914,,,,,wfo-0000934892,,Bot. Jahrb. Syst. 51: 377 (1914),,,unambiguous_accepted,wfo,"{""majorGroup"": ""A"", ""references"": ""https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:625398-1"", ""source"": ""World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."", ""taxonRemarks"": ""Source in seed data: wcs Update namepublishedIn from Bot. Jahrb. Syst. 51(3-4): 377. 1914 [16 Jun 1914] to Bot. Jahrb. Syst. 51: 377 (1914), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantl"", ""tplId"": ""kew-53643"", ""wfo_nomenclatural_status"": ""Valid""}"
Cynorkis kiehnii,wcvp,0,,,0,,"Cynorkis kiehnii Hermans, Sieder & Prehsler","Hermans, Sieder & Prehsler",Orchidaceae,Cynorkis,kiehnii,Species,2020,,,3310697,<NA>,,<NA>,(2020),Kew Bull.,Madagascar,unambiguous_accepted,wcvp,"{""climate_description"": ""seasonally dry tropical"", ""lifeform_description"": ""tuberous geophyte"", ""volume_and_page"": ""75(4)-50: 1""}"
Cynorkis manompanensis,wcvp,0,,,0,,"Cynorkis manompanensis Hervouet, Pailler & V.Lavergne","Hervouet, Pailler & V.Lavergne",Orchidaceae,Cynorkis,manompanensis,Species,2024,,,3312780,77353485-1,,<NA>,(2024),Orchids (West Palm Beach),Madagascar,unambiguous_accepted,wcvp,"{""climate_description"": ""seasonally dry tropical"", ""lifeform_description"": ""tuberous geophyte"", ""volume_and_page"": ""93: 865""}"
Cynorkis marianneae,wcvp,0,,,0,,Cynorkis marianneae Hermans,Hermans,Orchidaceae,Cynorkis,marianneae,Species,2020,,,3310698,<NA>,,<NA>,(2020),Kew Bull.,Madagascar,unambiguous_accepted,wcvp,"{""climate_description"": ""seasonally dry tropical"", ""lifeform_description"": ""tuberous geophyte"", ""volume_and_page"": ""75(4)-50: 2""}"
Cynorkis marmorata,wcvp,0,,,0,,Cynorkis marmorata Hermans,Hermans,Orchidaceae,Cynorkis,marmorata,Species,2020,,,3310699,<NA>,,<NA>,(2020),Kew Bull.,Madagascar,unambiguous_accepted,wcvp,"{""climate_description"": ""seasonally dry tropical"", ""lifeform_description"": ""tuberous geophyte"", ""volume_and_page"": ""75(4)-50: 6""}"
Cynorkis mauritiana,wcvp,0,,,1,Arnottia mauritiana,Cynorkis mauritiana (A.Rich.) Pailler & Baider,(A.Rich.) Pailler & Baider,Orchidaceae,Cynorkis,mauritiana,Species,2024,,,3312996,77349411-1,,15873,(2024),Adansonia,"Mauritius, Réunion",unambiguous_accepted,wcvp,"{""climate_description"": ""wet tropical"", ""lifeform_description"": ""tuberous geophyte"", ""volume_and_page"": "", sér. 3, 46: 164""}"
Cynorkis murex,wcvp,0,,,0,,Cynorkis murex Hermans,Hermans,Orchidaceae,Cynorkis,murex,Species,2020,,,3310700,<NA>,,<NA>,(2020),Kew Bull.,Madagascar,unambiguous_accepted,wcvp,"{""climate_description"": ""seasonally dry tropical"", ""lifeform_description"": ""tuberous geophyte"", ""volume_and_page"": ""75(4)-50: 9""}"
Cypholoron convexa,wfo,0,,,0,,Cypholoron convexa Schuit. & A.Vogel,Schuit. & A.Vogel,Orchidaceae,Cypholoron,convexa,species,1982,,,,,wfo-0001088802,,Orchideeën 44: 20 (1982),,,unambiguous_accepted,wfo,"{""majorGroup"": ""A"", ""source"": ""World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."", ""taxonRemarks"": ""Source in seed data: tro Updated scientificnameAuthorship from Schuit. & de Vogel to Schuit. & A.Vogel, information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-23519401 >T"", ""tplId"": ""tro-23519401"", ""wfo_nomenclatural_status"": ""Valid""}"
Cypripedium albopurpureum,wcvp,1,Selenipedium albopurpureum,Selenipedium albopurpureum [Homotypic; wcvp],0,,Cypripedium × albopurpureum Rchb.f.,Rchb.f.,Orchidaceae,Cypripedium,albopurpureum,Species,1877,,,53878,625582-1,,<NA>,(1877),Gard. Chron.,,unambiguous_accepted,wcvp,"{""hybrid"": true, ""volume_and_page"": "", n.s., 8: 38""}"
Cypripedium alcides,wcvp,0,,,0,,Cypripedium × alcides Rolfe,Rolfe,Orchidaceae,Cypripedium,alcides,Species,1891,,,53881,625585-1,,<NA>,(1891),Gard. Chron.,,unambiguous_accepted,wcvp,"{""hybrid"": true, ""volume_and_page"": "", ser. 3, 9: 40""}"
Cypripedium alfredii,wcvp,0,,,0,,Cypripedium × alfredii N.E.Br.,N.E.Br.,Orchidaceae,Cypripedium,alfredii,Species,1890,,,53882,625586-1,,<NA>,(1890),Gard. Chron.,,unambiguous_accepted,wcvp,"{""hybrid"": true, ""volume_and_page"": "", ser. 3, 8: 294""}"
Cypripedium alice,wcvp,0,,,0,,Cypripedium × alice N.E.Br.,N.E.Br.,Orchidaceae,Cypripedium,alice,Species,1890,,,53883,625587-1,,<NA>,(1890),Gard. Chron.,,unambiguous_accepted,wcvp,"{""hybrid"": true, ""volume_and_page"": "", ser. 3, 8: 294""}"
Cypripedium almum,wcvp,0,,,0,,Cypripedium × almum Rchb.f.,Rchb.f.,Orchidaceae,Cypripedium,almum,Species,1887,,,53885,625588-1,,<NA>,(1887),Gard. Chron.,,unambiguous_accepted,wcvp,"{""hybrid"": true, ""volume_and_page"": "", ser. 3, 1: 512""}"
Cypripedium aphrodite,wcvp,1,Cypripedium antigone,Cypripedium antigone [Heterotypic; wcvp],0,,Cypripedium × aphrodite A.H.Kent,A.H.Kent,Orchidaceae,Cypripedium,aphrodite,Species,1889,,,53893,625509-1,,<NA>,(1889),Man. Orchid. Pl.,,unambiguous_accepted,wcvp,"{""hybrid"": true, ""volume_and_page"": ""4: 76""}"
Cypripedium apiculatum,wcvp,0,,,0,,Cypripedium × apiculatum Veitch ex Rchb.f.,Veitch ex Rchb.f.,Orchidaceae,Cypripedium,apiculatum,Species,1886,,,53894,625595-1,,<NA>,(1886),Gard. Chron.,,unambiguous_accepted,wcvp,"{""hybrid"": true, ""volume_and_page"": "", n.s., 25: 617""}"
Cypripedium arnoldianum,wcvp,0,,,0,,Cypripedium × arnoldianum Manda,Manda,Orchidaceae,Cypripedium,arnoldianum,Species,1890,,,53900,625600-1,,<NA>,(1890),Gard. Chron.,,unambiguous_accepted,wcvp,"{""hybrid"": true, ""volume_and_page"": "", ser. 3, 8: 632""}"
Cypripedium arthurianum,wcvp,0,,,0,,Cypripedium × arthurianum Rchb.f.,Rchb.f.,Orchidaceae,Cypripedium,arthurianum,Species,1874,,,53901,625601-1,,<NA>,(1874),Gard. Chron.,,unambiguous_accepted,wcvp,"{""hybrid"": true, ""volume_and_page"": "", n.s., 2: 676""}"
Cypripedium ashworthiae,wcvp,0,,,0,,Cypripedium × ashworthiae B.S.Williams,B.S.Williams,Orchidaceae,Cypripedium,ashworthiae,Species,1894,,,53905,625512-1,,<NA>,(1894),Orch.-Grow. Man.,,unambiguous_accepted,wcvp,"{""hybrid"": true, ""volume_and_page"": "", ed. 7: 232""}"
Cypripedium auroreum,wcvp,0,,,0,,Cypripedium × auroreum Rchb.f.,Rchb.f.,Orchidaceae,Cypripedium,auroreum,Species,1887,,,53911,625513-1,,<NA>,(1887),Gard. Chron.,,unambiguous_accepted,wcvp,"{""hybrid"": true, ""volume_and_page"": "", ser. 3, 1: 179""}"
Cypripedium aylingii,wcvp,0,,,0,,Cypripedium × aylingii L.Castle,L.Castle,Orchidaceae,Cypripedium,aylingii,Species,1896,,,53912,625606-1,,<NA>,(1896),J. Hort. Pract. Gard.,,unambiguous_accepted,wcvp,"{""hybrid"": true, ""volume_and_page"": ""1896: 480""}"
Cypripedium baconis,wcvp,3,"Cypripedium edithae, Selenipedium baconis, Selenipedium edithae","Cypripedium edithae [Heterotypic; wcvp], Selenipedium baconis [Homotypic; wcvp], Selenipedium edithae [Heterotypic; wcvp]",0,,Cypripedium × baconis Kraenzl.,Kraenzl.,Orchidaceae,Cypripedium,baconis,Species,1892,,,53913,625607-1,,<NA>,(1892),Gard. Chron.,,unambiguous_accepted,wcvp,"{""hybrid"": true, ""volume_and_page"": "", ser. 3, 11: 170""}"
Cypripedium beatrice,wcvp,0,,,0,,Cypripedium × beatrice N.E.Br.,N.E.Br.,Orchidaceae,Cypripedium,beatrice,Species,1889,,,53924,625613-1,,<NA>,(1889),Gard. Chron.,,unambiguous_accepted,wcvp,"{""hybrid"": true, ""volume_and_page"": "", ser. 3, 6: 266""}"
Cypripedium berenice,wcvp,0,,,0,,Cypripedium × berenice Rolfe,Rolfe,Orchidaceae,Cypripedium,berenice,Species,1891,,,53928,625615-1,,<NA>,(1891),Gard. Chron.,,unambiguous_accepted,wcvp,"{""hybrid"": true, ""volume_and_page"": "", ser. 3, 9: 136""}"
Cypripedium brysa,wcvp,2,"Cypripedium thersites, Selenipedium brysa","Cypripedium thersites [Nomenclatural; wcvp], Selenipedium brysa [Heterotypic; wcvp]",0,,Cypripedium × brysa Mast.,Mast.,Orchidaceae,Cypripedium,brysa,Species,1892,,,371590,77239317-1,,<NA>,(1892),Gard. Chron.,,unambiguous_accepted,wcvp,"{""hybrid"": true, ""volume_and_page"": "", ser. 3, 12: 343""}"
Cypripedium buchanianum,wcvp,0,,,0,,Cypripedium × buchanianum Gower,Gower,Orchidaceae,Cypripedium,buchanianum,Species,1889,,,53941,625627-1,,<NA>,(1889),"Garden (London, 1871-1927)",,unambiguous_accepted,wcvp,"{""hybrid"": true, ""volume_and_page"": ""35: 8""}"
Cypripedium burfordiense,wcvp,0,,,0,,Cypripedium × burfordiense Rchb.f.,Rchb.f.,Orchidaceae,Cypripedium,burfordiense,Species,1888,,,53945,625632-1,,<NA>,(1888),Gard. Chron.,,unambiguous_accepted,wcvp,"{""hybrid"": true, ""volume_and_page"": "", ser. 3, 4: 724""}"
Cypripedium calanthum,wcvp,0,,,0,,Cypripedium × calanthum Rchb.f.,Rchb.f.,Orchidaceae,Cypripedium,calanthum,Species,1880,,,53947,625633-1,,<NA>,(1880),Gard. Chron.,,unambiguous_accepted,wcvp,"{""hybrid"": true, ""volume_and_page"": "", n.s., 14: 652""}"
Cypripedium calophyllum,wcvp,0,,,0,,Cypripedium × calophyllum Rchb.f.,Rchb.f.,Orchidaceae,Cypripedium,calophyllum,Species,1881,,,53957,625641-1,,<NA>,(1881),Gard. Chron.,,unambiguous_accepted,wcvp,"{""hybrid"": true, ""volume_and_page"": "", n.s., 15: 169""}"
Cypripedium calypso,wcvp,0,,,0,,Cypripedium × calypso B.S.Williams,B.S.Williams,Orchidaceae,Cypripedium,calypso,Species,1894,,,53959,625520-1,,<NA>,(1894),Orch.-Grow. Man.,,unambiguous_accepted,wcvp,"{""hybrid"": true, ""volume_and_page"": "", ed. 7: 238""}"
Cypripedium canhamiae,wcvp,0,,,0,,Cypripedium × canhamiae T.Moore & Mast.,T.Moore & Mast.,Orchidaceae,Cypripedium,canhamiae,Species,1887,,,53963,625647-1,,<NA>,(1887),Gard. Chron.,,unambiguous_accepted,wcvp,"{""hybrid"": true, ""volume_and_page"": "", ser. 3, 2: 746""}"
Cypripedium carrierei,wcvp,0,,,0,,Cypripedium × carrierei Anon.,Anon.,Orchidaceae,Cypripedium,carrierei,Species,1887,,,53969,77239627-1,,<NA>,(1887),Monit. Hort. Arboric. Vitic. Sci. Arts Industr. Hort.,,unambiguous_accepted,wcvp,"{""hybrid"": true, ""volume_and_page"": ""1887: 54""}"
Cypripedium cassiope,wcvp,1,Cypripedium rubrum,Cypripedium rubrum [Heterotypic; wcvp],0,,Cypripedium × cassiope Rolfe,Rolfe,Orchidaceae,Cypripedium,cassiope,Species,1889,,,53970,625654-1,,<NA>,(1889),Gard. Chron.,,unambiguous_accepted,wcvp,"{""hybrid"": true, ""volume_and_page"": "", ser. 3, 5: 200""}"
Cypripedium castleanum,wcvp,0,,,0,,Cypripedium × castleanum Rolfe,Rolfe,Orchidaceae,Cypripedium,castleanum,Species,1891,,,53971,625655-1,,<NA>,(1891),Gard. Chron.,,unambiguous_accepted,wcvp,"{""hybrid"": true, ""volume_and_page"": "", ser. 3, 9: 39""}"
Cypripedium celia,wcvp,0,,,0,,Cypripedium × celia Rolfe,Rolfe,Orchidaceae,Cypripedium,celia,Species,1891,,,53975,625658-1,,<NA>,(1891),Gard. Chron.,,unambiguous_accepted,wcvp,"{""hybrid"": true, ""volume_and_page"": "", ser. 3, 9: 104""}"
Cypripedium ceres,wcvp,2,"Cypripedium huybrechtsianum, Cypripedium memoria-moensi","Cypripedium huybrechtsianum [Heterotypic; wcvp], Cypripedium memoria-moensi [Heterotypic; wcvp]",0,,Cypripedium × ceres N.E.Br.,N.E.Br.,Orchidaceae,Cypripedium,ceres,Species,1891,,,53976,625659-1,,<NA>,(1891),Gard. Chron.,,unambiguous_accepted,wcvp,"{""hybrid"": true, ""volume_and_page"": "", ser. 3, 9: 360""}"
Cypripedium claptonense,wcvp,0,,,0,,Cypripedium × claptonense Rchb.f.,Rchb.f.,Orchidaceae,Cypripedium,claptonense,Species,1889,,,53990,625671-1,,<NA>,(1889),Gard. Chron.,,unambiguous_accepted,wcvp,"{""hybrid"": true, ""volume_and_page"": "", ser. 3, 5: 168""}"
Cypripedium cleopatra,wcvp,0,,,0,,Cypripedium × cleopatra O'Brien,O'Brien,Orchidaceae,Cypripedium,cleopatra,Species,1892,,,53992,625673-1,,<NA>,(1892),Gard. Chron.,,unambiguous_accepted,wcvp,"{""hybrid"": true, ""volume_and_page"": "", ser. 3, 11: 458""}"
Cypripedium clinkaberryanum,wcvp,2,"Cypripedium corningianum, Cypripedium youngianum","Cypripedium corningianum [Heterotypic; wcvp], Cypripedium youngianum [Heterotypic; wcvp]",0,,Cypripedium × clinkaberryanum O'Brien,O'Brien,Orchidaceae,Cypripedium,clinkaberryanum,Species,1893,,,53993,625674-1,,<NA>,(1893),Gard. Chron.,,unambiguous_accepted,wcvp,"{""hybrid"": true, ""volume_and_page"": "", ser. 3, 14: 86""}"
Cypripedium concolawre,wcvp,0,,,0,,Cypripedium × concolawre Anon.,Anon.,Orchidaceae,Cypripedium,concolawre,Species,1894,,,53998,77239904-1,,<NA>,(1894),Orchid Rev.,,unambiguous_accepted,wcvp,"{""hybrid"": true, ""volume_and_page"": ""2: 339""}"
Cypripedium constance,wcvp,0,,,0,,Cypripedium × constance N.E.Br.,N.E.Br.,Orchidaceae,Cypripedium,constance,Species,1890,,,54006,625681-1,,<NA>,(1890),Gard. Chron.,,unambiguous_accepted,wcvp,"{""hybrid"": true, ""volume_and_page"": "", ser. 3, 8: 294""}"
Cypripedium coppinianum,wcvp,1,Selenipedium coppinianum,Selenipedium coppinianum [Homotypic; wcvp],0,,Cypripedium × coppinianum Measures,Measures,Orchidaceae,Cypripedium,coppinianum,Species,1893,,,371600,77240204-1,,<NA>,(1893),Coll. Cyprip.,,unambiguous_accepted,wcvp,"{""hybrid"": true, ""volume_and_page"": "", ed. 2: 28""}"
Cypripedium cowleyanum,wcvp,0,,,0,,Cypripedium × cowleyanum O'Brien,O'Brien,Orchidaceae,Cypripedium,cowleyanum,Species,1892,,,54014,625687-1,,<NA>,(1892),Gard. Chron.,,unambiguous_accepted,wcvp,"{""hybrid"": true, ""volume_and_page"": "", ser. 3, 11: 72""}"
Cypripedium cythera,wcvp,2,"Cypripedium diana, Cypripedium hermione","Cypripedium diana [Heterotypic; wcvp], Cypripedium hermione [Heterotypic; wcvp]",0,,Cypripedium × cythera Rolfe,Rolfe,Orchidaceae,Cypripedium,cythera,Species,1890,,,54023,625694-1,,<NA>,(1890),Gard. Chron.,,unambiguous_accepted,wcvp,"{""hybrid"": true, ""volume_and_page"": "", ser. 3, 7: 72""}"
Cypripedium doris,wcvp,0,,,0,,Cypripedium × doris Rolfe,Rolfe,Orchidaceae,Cypripedium,doris,Species,1890,,,54049,625715-1,,<NA>,(1890),Gard. Chron.,,unambiguous_accepted,wcvp,"{""hybrid"": true, ""volume_and_page"": "", ser. 3, 8: 716""}"
Cypripedium elinor,wcvp,0,,,0,,Cypripedium × elinor N.E.Br.,N.E.Br.,Orchidaceae,Cypripedium,elinor,Species,1890,,,54057,625722-1,,<NA>,(1890),Gard. Chron.,,unambiguous_accepted,wcvp,"{""hybrid"": true, ""volume_and_page"": "", ser. 3, 8: 38""}"
Cypripedium elsteadianum,wcvp,1,Selenipedium elsteadianum,Selenipedium elsteadianum [Homotypic; wcvp],0,,Cypripedium × elsteadianum Measures,Measures,Orchidaceae,Cypripedium,elsteadianum,Species,1893,,,371602,77239302-1,,<NA>,(1893),Coll. Cyprip.,,unambiguous_accepted,wcvp,"{""hybrid"": true, ""volume_and_page"": "", ed. 3: 35""}"
Cypripedium enfieldiense,wcvp,1,Cypripedium richardsonii,Cypripedium richardsonii [Heterotypic; wcvp],0,,Cypripedium × enfieldiense Mast.,Mast.,Orchidaceae,Cypripedium,enfieldiense,Species,1892,,,54059,625724-1,,<NA>,(1892),Gard. Chron.,,unambiguous_accepted,wcvp,"{""hybrid"": true, ""volume_and_page"": "", ser. 3, 11: 88""}"
Cypripedium eucharis,wcvp,0,,,0,,Cypripedium × eucharis Desbois,Desbois,Orchidaceae,Cypripedium,eucharis,Species,1893,,,54063,625729-1,,<NA>,(1893),Gard. Chron.,,unambiguous_accepted,wcvp,"{""hybrid"": true, ""volume_and_page"": "", ser. 3, 13: 195""}"
Cypripedium euryale,wcvp,3,"Cypripedium goweri, Cypripedium robinsonianum, Cypripedium sylvia","Cypripedium goweri [Heterotypic; wcvp], Cypripedium robinsonianum [Nomenclatural; wcvp], Cypripedium sylvia [Heterotypic; wcvp]",0,,Cypripedium × euryale A.H.Kent,A.H.Kent,Orchidaceae,Cypripedium,euryale,Species,1889,,,54064,77239515-1,,<NA>,(1889),Man. Orchid. Pl.,,unambiguous_accepted,wcvp,"{""hybrid"": true, ""volume_and_page"": ""4: 83""}"
Cypripedium euryandrum,wcvp,0,,,0,,Cypripedium × euryandrum Rchb.f.,Rchb.f.,Orchidaceae,Cypripedium,euryandrum,Species,1875,,,54065,625731-1,,<NA>,(1875),Gard. Chron.,,unambiguous_accepted,wcvp,"{""hybrid"": true, ""volume_and_page"": "", n.s., 4: 772""}"
