binomial,source,source_says_relation,source_says_accepted_parent,source_record_id,authority,synonym_type,contest_class,contest_reason,evidence,n_sources_accepted,n_sources_synonym,all_claimed_parents,name_full
Bulbophyllum cylindraceum,cites_pdf,accepted+synonym_of,Bulbophyllum khasyanum,p76_y120.3_1,(Griff.) Hook.f.,Unknown,status_conflict,"accepted by cites_csv, cites_pdf, user_synonyms, wcvp, wfo; treated as a synonym by cites_pdf, user_synonyms, wcvp, wfo (of Bulbophyllum khasyanum)",explicit,5,4,Bulbophyllum khasyanum,Bulbophyllum cylindraceum var. khasyanum (Griff.) Hook.f.
Bulbophyllum cylindraceum,user_synonyms,accepted+synonym_of,Bulbophyllum khasyanum,20786,,Homotypic,status_conflict,"accepted by cites_csv, cites_pdf, user_synonyms, wcvp, wfo; treated as a synonym by cites_pdf, user_synonyms, wcvp, wfo (of Bulbophyllum khasyanum)",explicit,5,4,Bulbophyllum khasyanum,Bulbophyllum cylindraceum var. khasyanum
Bulbophyllum cylindrocarpum,wcvp,accepted+synonym_of,Bulbophyllum densibulbum|Bulbophyllum jeanbosseri,25643,,,status_conflict,"accepted by cites_csv, wcvp, wfo; treated as a synonym by cites_pdf, wcvp, wfo (of Bulbophyllum densibulbum, Bulbophyllum jeanbosseri)",explicit,3,3,Bulbophyllum densibulbum|Bulbophyllum jeanbosseri,
Bulbophyllum cylindrocarpum,wfo,accepted+synonym_of,Bulbophyllum densibulbum|Bulbophyllum jeanbosseri,wfo-0000482995,Schltr.,Unknown,status_conflict,"accepted by cites_csv, wcvp, wfo; treated as a synonym by cites_pdf, wcvp, wfo (of Bulbophyllum densibulbum, Bulbophyllum jeanbosseri)",explicit,3,3,Bulbophyllum densibulbum|Bulbophyllum jeanbosseri,Bulbophyllum cylindrocarpum Schltr.
Bulbophyllum cylindrocarpum,cites_csv,accepted,,25887,Frapp. ex Cordem.,,status_conflict,"accepted by cites_csv, wcvp, wfo; treated as a synonym by cites_pdf, wcvp, wfo (of Bulbophyllum densibulbum, Bulbophyllum jeanbosseri)",explicit,3,3,Bulbophyllum densibulbum|Bulbophyllum jeanbosseri,Bulbophyllum cylindrocarpum Frapp. ex Cordem.
Bulbophyllum cylindrocarpum,cites_pdf,synonym_of,Bulbophyllum densibulbum,p76_y168.2_2,Schltr.,Unknown,status_conflict,"accepted by cites_csv, wcvp, wfo; treated as a synonym by cites_pdf, wcvp, wfo (of Bulbophyllum densibulbum, Bulbophyllum jeanbosseri)",explicit,3,3,Bulbophyllum densibulbum|Bulbophyllum jeanbosseri,Bulbophyllum cylindrocarpum Schltr.
Bulbophyllum cyropetalum,wfo,synonym_of,Bulbophyllum maximum,wfo-0000483413,Schltr.,Unknown,parent_contested,"all 1 source(s) place it in Bulbophyllum maximum, but Bulbophyllum maximum is itself contested",explicit,0,1,Bulbophyllum maximum,Bulbophyllum cyropetalum Schltr.
Bulbophyllum cyrtopetalum,wcvp,synonym_of,Bulbophyllum maximum,25648,Schltr.,Heterotypic,parent_contested,"all 4 source(s) place it in Bulbophyllum maximum, but Bulbophyllum maximum is itself contested",explicit,0,4,Bulbophyllum maximum,Bulbophyllum cyrtopetalum Schltr.
Bulbophyllum cyrtopetalum,wfo,synonym_of,Bulbophyllum maximum,wfo-1000052401,Schltr.,Unknown,parent_contested,"all 4 source(s) place it in Bulbophyllum maximum, but Bulbophyllum maximum is itself contested",explicit,0,4,Bulbophyllum maximum,Bulbophyllum cyrtopetalum Schltr.
Bulbophyllum cyrtopetalum,cites_pdf,synonym_of,Bulbophyllum maximum,p76_y299.7_3,Schltr.,Unknown,parent_contested,"all 4 source(s) place it in Bulbophyllum maximum, but Bulbophyllum maximum is itself contested",explicit,0,4,Bulbophyllum maximum,Bulbophyllum cyrtopetalum Schltr.
Bulbophyllum cyrtopetalum,user_synonyms,synonym_of,Bulbophyllum maximum,616,,Heterotypic,parent_contested,"all 4 source(s) place it in Bulbophyllum maximum, but Bulbophyllum maximum is itself contested",explicit,0,4,Bulbophyllum maximum,Bulbophyllum cyrtopetalum
Bulbophyllum dalatense,wcvp,synonym_of,Bulbophyllum evrardii|Bulbophyllum vietnamense,25651,Gagnep.,Heterotypic,parent_conflict,"placed in 2 different parents: Bulbophyllum evrardii, Bulbophyllum vietnamense",explicit,0,4,Bulbophyllum evrardii|Bulbophyllum vietnamense,Bulbophyllum dalatense Gagnep.
Bulbophyllum dalatense,wfo,synonym_of,Bulbophyllum evrardii|Bulbophyllum vietnamense,wfo-0000483573,Gagnep.,Unknown,parent_conflict,"placed in 2 different parents: Bulbophyllum evrardii, Bulbophyllum vietnamense",explicit,0,4,Bulbophyllum evrardii|Bulbophyllum vietnamense,Bulbophyllum dalatense Gagnep.
Bulbophyllum dalatense,cites_pdf,synonym_of,Bulbophyllum vietnamense,p76_y395.3_6,Seidenf.,Unknown,parent_conflict,"placed in 2 different parents: Bulbophyllum evrardii, Bulbophyllum vietnamense",explicit,0,4,Bulbophyllum evrardii|Bulbophyllum vietnamense,Bulbophyllum dalatense Seidenf.
Bulbophyllum dalatense,user_synonyms,synonym_of,Bulbophyllum evrardii|Bulbophyllum vietnamense,12857,,Homotypic,parent_conflict,"placed in 2 different parents: Bulbophyllum evrardii, Bulbophyllum vietnamense",explicit,0,4,Bulbophyllum evrardii|Bulbophyllum vietnamense,Bulbophyllum dalatense
Bulbophyllum densiflorum,wcvp,synonym_of,Bulbophyllum cariniflorum|Bulbophyllum singaporeanum,25682,Rolfe,Heterotypic,parent_conflict,"placed in 2 different parents: Bulbophyllum cariniflorum, Bulbophyllum singaporeanum",explicit,0,4,Bulbophyllum cariniflorum|Bulbophyllum singaporeanum,Bulbophyllum densiflorum Rolfe
Bulbophyllum densiflorum,wfo,synonym_of,Bulbophyllum cariniflorum|Bulbophyllum singaporeanum,wfo-0000485579,Rolfe,Unknown,parent_conflict,"placed in 2 different parents: Bulbophyllum cariniflorum, Bulbophyllum singaporeanum",explicit,0,4,Bulbophyllum cariniflorum|Bulbophyllum singaporeanum,Bulbophyllum densiflorum Rolfe
Bulbophyllum densiflorum,cites_pdf,synonym_of,Bulbophyllum cariniflorum|Bulbophyllum singaporeanum,p77_y263.8_3,Rolfe.,Unknown,parent_conflict,"placed in 2 different parents: Bulbophyllum cariniflorum, Bulbophyllum singaporeanum",explicit,0,4,Bulbophyllum cariniflorum|Bulbophyllum singaporeanum,Bulbophyllum densiflorum Rolfe.
Bulbophyllum densiflorum,user_synonyms,synonym_of,Bulbophyllum singaporeanum,724,,Homotypic,parent_conflict,"placed in 2 different parents: Bulbophyllum cariniflorum, Bulbophyllum singaporeanum",explicit,0,4,Bulbophyllum cariniflorum|Bulbophyllum singaporeanum,Bulbophyllum densiflorum
Bulbophyllum digoelense,wcvp,accepted+synonym_of,Bulbophyllum septemtrionale,25710,,,status_conflict,"accepted by cites_csv, wcvp, wfo; treated as a synonym by cites_pdf, wcvp, wfo (of Bulbophyllum septemtrionale)",explicit,3,3,Bulbophyllum septemtrionale,
Bulbophyllum digoelense,wfo,accepted+synonym_of,Bulbophyllum septemtrionale,wfo-0000487440,,,status_conflict,"accepted by cites_csv, wcvp, wfo; treated as a synonym by cites_pdf, wcvp, wfo (of Bulbophyllum septemtrionale)",explicit,3,3,Bulbophyllum septemtrionale,
Bulbophyllum digoelense,cites_csv,accepted,,14326,J.J.Sm.,,status_conflict,"accepted by cites_csv, wcvp, wfo; treated as a synonym by cites_pdf, wcvp, wfo (of Bulbophyllum septemtrionale)",explicit,3,3,Bulbophyllum septemtrionale,Bulbophyllum digoelense J.J.Sm.
Bulbophyllum digoelense,cites_pdf,synonym_of,Bulbophyllum septemtrionale,p77_y706.1_11,J.J.Sm.,Unknown,status_conflict,"accepted by cites_csv, wcvp, wfo; treated as a synonym by cites_pdf, wcvp, wfo (of Bulbophyllum septemtrionale)",explicit,3,3,Bulbophyllum septemtrionale,Bulbophyllum digoelense var. septemtrionale J.J.Sm.
Bulbophyllum diploncos,wcvp,synonym_of,Bulbophyllum ovalifolium,25713,Schltr.,Heterotypic,parent_contested,"all 4 source(s) place it in Bulbophyllum ovalifolium, but Bulbophyllum ovalifolium is itself contested",explicit,0,4,Bulbophyllum ovalifolium,Bulbophyllum diploncos Schltr.
Bulbophyllum diploncos,wfo,synonym_of,Bulbophyllum ovalifolium,wfo-0000487630,Schltr.,Unknown,parent_contested,"all 4 source(s) place it in Bulbophyllum ovalifolium, but Bulbophyllum ovalifolium is itself contested",explicit,0,4,Bulbophyllum ovalifolium,Bulbophyllum diploncos Schltr.
Bulbophyllum diploncos,cites_pdf,synonym_of,Bulbophyllum ovalifolium,p78_y96.4_0,Schltr.,Unknown,parent_contested,"all 4 source(s) place it in Bulbophyllum ovalifolium, but Bulbophyllum ovalifolium is itself contested",explicit,0,4,Bulbophyllum ovalifolium,Bulbophyllum diploncos Schltr.
Bulbophyllum diploncos,user_synonyms,synonym_of,Bulbophyllum ovalifolium,20831,,Heterotypic,parent_contested,"all 4 source(s) place it in Bulbophyllum ovalifolium, but Bulbophyllum ovalifolium is itself contested",explicit,0,4,Bulbophyllum ovalifolium,Bulbophyllum diploncos
Bulbophyllum dischidiifolium,wcvp,accepted+synonym_of,Bulbophyllum aberrans,25714,,,status_conflict,"accepted by cites_csv, cites_pdf, wcvp, wfo; treated as a synonym by cites_pdf, user_synonyms, wcvp, wfo (of Bulbophyllum aberrans)",explicit,4,4,Bulbophyllum aberrans,
Bulbophyllum dischidiifolium,wfo,accepted+synonym_of,Bulbophyllum aberrans,wfo-0000487700,,,status_conflict,"accepted by cites_csv, cites_pdf, wcvp, wfo; treated as a synonym by cites_pdf, user_synonyms, wcvp, wfo (of Bulbophyllum aberrans)",explicit,4,4,Bulbophyllum aberrans,
Bulbophyllum dischidiifolium,cites_csv,accepted,,17337,J.J.Sm.,,status_conflict,"accepted by cites_csv, cites_pdf, wcvp, wfo; treated as a synonym by cites_pdf, user_synonyms, wcvp, wfo (of Bulbophyllum aberrans)",explicit,4,4,Bulbophyllum aberrans,Bulbophyllum dischidiifolium J.J.Sm.
Bulbophyllum dischidiifolium,cites_pdf,accepted+synonym_of,Bulbophyllum aberrans,p78_y132.3_1,(Schltr.) J.J.Verm. & P.O’Byrne,Unknown,status_conflict,"accepted by cites_csv, cites_pdf, wcvp, wfo; treated as a synonym by cites_pdf, user_synonyms, wcvp, wfo (of Bulbophyllum aberrans)",explicit,4,4,Bulbophyllum aberrans,Bulbophyllum dischidiifolium subsp. aberrans (Schltr.) J.J.Verm. & P.O’Byrne
Bulbophyllum dischidiifolium,user_synonyms,synonym_of,Bulbophyllum aberrans,12842,,Homotypic,status_conflict,"accepted by cites_csv, cites_pdf, wcvp, wfo; treated as a synonym by cites_pdf, user_synonyms, wcvp, wfo (of Bulbophyllum aberrans)",explicit,4,4,Bulbophyllum aberrans,Bulbophyllum dischidiifolium subsp. aberrans
Bulbophyllum distans,wcvp,synonym_of,Bulbophyllum devium|Bulbophyllum saltatorium,25726,J.J.Sm.,Nomenclatural,parent_conflict,"placed in 2 different parents: Bulbophyllum devium, Bulbophyllum saltatorium",explicit,0,4,Bulbophyllum devium|Bulbophyllum saltatorium,Bulbophyllum distans J.J.Sm.
Bulbophyllum distans,wfo,synonym_of,Bulbophyllum devium|Bulbophyllum saltatorium,wfo-0000488447,J.J.Sm.,Unknown,parent_conflict,"placed in 2 different parents: Bulbophyllum devium, Bulbophyllum saltatorium",explicit,0,4,Bulbophyllum devium|Bulbophyllum saltatorium,Bulbophyllum distans J.J.Sm.
Bulbophyllum distans,cites_pdf,synonym_of,Bulbophyllum devium|Bulbophyllum saltatorium,p78_y311.6_5,J.J.Sm.,Unknown,parent_conflict,"placed in 2 different parents: Bulbophyllum devium, Bulbophyllum saltatorium",explicit,0,4,Bulbophyllum devium|Bulbophyllum saltatorium,Bulbophyllum distans J.J.Sm.
Bulbophyllum distans,user_synonyms,synonym_of,Bulbophyllum devium,3306,,Homotypic,parent_conflict,"placed in 2 different parents: Bulbophyllum devium, Bulbophyllum saltatorium",explicit,0,4,Bulbophyllum devium|Bulbophyllum saltatorium,Bulbophyllum distans
Bulbophyllum djumaense,wcvp,synonym_of,Bulbophyllum maximum,25733,(De Wild.) De Wild.,Nomenclatural,parent_contested,"all 4 source(s) place it in Bulbophyllum maximum, but Bulbophyllum maximum is itself contested",explicit,0,4,Bulbophyllum maximum,Bulbophyllum djumaense (De Wild.) De Wild.
Bulbophyllum djumaense,wfo,synonym_of,Bulbophyllum maximum,wfo-0000488878,(De Wild.) De Wild.,Unknown,parent_contested,"all 4 source(s) place it in Bulbophyllum maximum, but Bulbophyllum maximum is itself contested",explicit,0,4,Bulbophyllum maximum,Bulbophyllum djumaense (De Wild.) De Wild.
Bulbophyllum djumaense,cites_pdf,synonym_of,Bulbophyllum maximum,p78_y443.1_8,(De Wild.) De Wild.,Unknown,parent_contested,"all 4 source(s) place it in Bulbophyllum maximum, but Bulbophyllum maximum is itself contested",explicit,0,4,Bulbophyllum maximum,Bulbophyllum djumaense (De Wild.) De Wild.
Bulbophyllum djumaense,user_synonyms,synonym_of,Bulbophyllum maximum,614,,Heterotypic,parent_contested,"all 4 source(s) place it in Bulbophyllum maximum, but Bulbophyllum maximum is itself contested",explicit,0,4,Bulbophyllum maximum,Bulbophyllum djumaense
Bulbophyllum drepanosepalum,wcvp,accepted,,25743,J.J.Verm. & P.O'Byrne,,status_conflict,"accepted by cites_csv, wcvp, wfo; treated as a synonym by cites_pdf (of Bulbophyllum pumilum)",explicit,3,1,Bulbophyllum pumilum,Bulbophyllum drepanosepalum J.J.Verm. & P.O'Byrne
Bulbophyllum drepanosepalum,wfo,accepted,,wfo-0000489453,J.J.Verm. & P.O'Byrne,,status_conflict,"accepted by cites_csv, wcvp, wfo; treated as a synonym by cites_pdf (of Bulbophyllum pumilum)",explicit,3,1,Bulbophyllum pumilum,Bulbophyllum drepanosepalum J.J.Verm. & P.O'Byrne
Bulbophyllum drepanosepalum,cites_csv,accepted,,25451,J.J.Verm. & P.O'Byrne,,status_conflict,"accepted by cites_csv, wcvp, wfo; treated as a synonym by cites_pdf (of Bulbophyllum pumilum)",explicit,3,1,Bulbophyllum pumilum,Bulbophyllum drepanosepalum J.J.Verm. & P.O'Byrne
Bulbophyllum drepanosepalum,cites_pdf,synonym_of,Bulbophyllum pumilum,p78_y694.2_13,J.J.Verm.=Bulbophyllum drepanosepalum J.J.Verm. & P.O’Byrne,Unknown,status_conflict,"accepted by cites_csv, wcvp, wfo; treated as a synonym by cites_pdf (of Bulbophyllum pumilum)",explicit,3,1,Bulbophyllum pumilum,Bulbophyllum drepanosepalum J.J.Verm.=Bulbophyllum drepanosepalum J.J.Verm. & P.O’Byrne
Bulbophyllum eberhardtii,wcvp,synonym_of,Bulbophyllum longiflorum,25755,(Gagnep.) Seidenf.,Heterotypic,parent_contested,"all 4 source(s) place it in Bulbophyllum longiflorum, but Bulbophyllum longiflorum is itself contested",explicit,0,4,Bulbophyllum longiflorum,Bulbophyllum eberhardtii (Gagnep.) Seidenf.
Bulbophyllum eberhardtii,wfo,synonym_of,Bulbophyllum longiflorum,wfo-0000490148,(Gagnep.) Seidenf.,Unknown,parent_contested,"all 4 source(s) place it in Bulbophyllum longiflorum, but Bulbophyllum longiflorum is itself contested",explicit,0,4,Bulbophyllum longiflorum,Bulbophyllum eberhardtii (Gagnep.) Seidenf.
Bulbophyllum eberhardtii,cites_pdf,synonym_of,Bulbophyllum longiflorum,p79_y263.8_6,(Gagnep.) Seidenf.,Unknown,parent_contested,"all 4 source(s) place it in Bulbophyllum longiflorum, but Bulbophyllum longiflorum is itself contested",explicit,0,4,Bulbophyllum longiflorum,Bulbophyllum eberhardtii (Gagnep.) Seidenf.
Bulbophyllum eberhardtii,user_synonyms,synonym_of,Bulbophyllum longiflorum,3353,,Heterotypic,parent_contested,"all 4 source(s) place it in Bulbophyllum longiflorum, but Bulbophyllum longiflorum is itself contested",explicit,0,4,Bulbophyllum longiflorum,Bulbophyllum eberhardtii
Bulbophyllum effusum,wcvp,synonym_of,Bulbophyllum fractiflexum,25769,Schltr.,Heterotypic,parent_contested,"all 3 source(s) place it in Bulbophyllum fractiflexum, but Bulbophyllum fractiflexum is itself contested",explicit,0,3,Bulbophyllum fractiflexum,Bulbophyllum effusum Schltr.
Bulbophyllum effusum,wfo,synonym_of,Bulbophyllum fractiflexum,wfo-0000490556,Schltr.,Unknown,parent_contested,"all 3 source(s) place it in Bulbophyllum fractiflexum, but Bulbophyllum fractiflexum is itself contested",explicit,0,3,Bulbophyllum fractiflexum,Bulbophyllum effusum Schltr.
Bulbophyllum effusum,cites_pdf,synonym_of,Bulbophyllum fractiflexum,p79_y550.7_13,Schltr.,Unknown,parent_contested,"all 3 source(s) place it in Bulbophyllum fractiflexum, but Bulbophyllum fractiflexum is itself contested",explicit,0,3,Bulbophyllum fractiflexum,Bulbophyllum effusum Schltr.
Bulbophyllum elaidium,wcvp,synonym_of,Porpax elaidium,25772,Lindl.,Homotypic,parent_conflict,"placed in 2 different parents: Porpax elaidium, Stolzia elaidium",explicit,0,3,Porpax elaidium|Stolzia elaidium,Bulbophyllum elaidium Lindl.
Bulbophyllum elaidium,wfo,synonym_of,Porpax elaidium,wfo-0000490614,Lindl.,Unknown,parent_conflict,"placed in 2 different parents: Porpax elaidium, Stolzia elaidium",explicit,0,3,Porpax elaidium|Stolzia elaidium,Bulbophyllum elaidium Lindl.
Bulbophyllum elaidium,cites_pdf,synonym_of,Stolzia elaidium,p79_y610.5_15,Lindl.,Unknown,parent_conflict,"placed in 2 different parents: Porpax elaidium, Stolzia elaidium",explicit,0,3,Porpax elaidium|Stolzia elaidium,Bulbophyllum elaidium Lindl.
Bulbophyllum elbertii,wcvp,synonym_of,Bulbophyllum antenniferum,25779,J.J.Sm.,Heterotypic,parent_contested,"all 3 source(s) place it in Bulbophyllum antenniferum, but Bulbophyllum antenniferum is itself contested",explicit,0,3,Bulbophyllum antenniferum,Bulbophyllum elbertii J.J.Sm.
Bulbophyllum elbertii,wfo,synonym_of,Bulbophyllum antenniferum,wfo-0000490778,J.J.Sm.,Unknown,parent_contested,"all 3 source(s) place it in Bulbophyllum antenniferum, but Bulbophyllum antenniferum is itself contested",explicit,0,3,Bulbophyllum antenniferum,Bulbophyllum elbertii J.J.Sm.
Bulbophyllum elbertii,cites_pdf,synonym_of,Bulbophyllum antenniferum,p79_y718.1_17,J.J.Sm.,Unknown,parent_contested,"all 3 source(s) place it in Bulbophyllum antenniferum, but Bulbophyllum antenniferum is itself contested",explicit,0,3,Bulbophyllum antenniferum,Bulbophyllum elbertii J.J.Sm.
Bulbophyllum electrinum,wcvp,synonym_of,Bulbophyllum hirundinis,25780,Seidenf.,Heterotypic,parent_conflict,"placed in 2 different parents: Bulbophyllum hirundinis, Bulbophyllum karenkoensis",explicit,0,4,Bulbophyllum hirundinis|Bulbophyllum karenkoensis,Bulbophyllum electrinum Seidenf.
Bulbophyllum electrinum,wfo,synonym_of,Bulbophyllum hirundinis|Bulbophyllum karenkoensis,wfo-0000490813,Seidenf.,Unknown,parent_conflict,"placed in 2 different parents: Bulbophyllum hirundinis, Bulbophyllum karenkoensis",explicit,0,4,Bulbophyllum hirundinis|Bulbophyllum karenkoensis,Bulbophyllum electrinum Seidenf.
Bulbophyllum electrinum,cites_pdf,synonym_of,Bulbophyllum hirundinis,p79_y742.0_18,Seidenf.,Unknown,parent_conflict,"placed in 2 different parents: Bulbophyllum hirundinis, Bulbophyllum karenkoensis",explicit,0,4,Bulbophyllum hirundinis|Bulbophyllum karenkoensis,Bulbophyllum electrinum Seidenf.
Bulbophyllum electrinum,user_synonyms,synonym_of,Bulbophyllum hirundinis,19735,,Heterotypic,parent_conflict,"placed in 2 different parents: Bulbophyllum hirundinis, Bulbophyllum karenkoensis",explicit,0,4,Bulbophyllum hirundinis|Bulbophyllum karenkoensis,Bulbophyllum electrinum var. sui
Bulbophyllum elegans,wcvp,accepted+synonym_of,Bulbophyllum longiflorum,25781,,,status_conflict,"accepted by cites_csv, cites_pdf, user_synonyms, wcvp, wfo; treated as a synonym by cites_pdf, user_synonyms, wcvp, wfo (of Bulbophyllum longiflorum)",explicit,5,4,Bulbophyllum longiflorum,
Bulbophyllum elegans,wfo,accepted+synonym_of,Bulbophyllum longiflorum,wfo-0000490845,,,status_conflict,"accepted by cites_csv, cites_pdf, user_synonyms, wcvp, wfo; treated as a synonym by cites_pdf, user_synonyms, wcvp, wfo (of Bulbophyllum longiflorum)",explicit,5,4,Bulbophyllum longiflorum,
Bulbophyllum elegans,cites_csv,accepted,,25842,Gardner ex Thwaites,,status_conflict,"accepted by cites_csv, cites_pdf, user_synonyms, wcvp, wfo; treated as a synonym by cites_pdf, user_synonyms, wcvp, wfo (of Bulbophyllum longiflorum)",explicit,5,4,Bulbophyllum longiflorum,Bulbophyllum elegans Gardner ex Thwaites
Bulbophyllum elegans,cites_pdf,accepted+synonym_of,Bulbophyllum longiflorum,p80_y156.2_2,(Teijsm. & Binn.) J.J.Sm.,Unknown,status_conflict,"accepted by cites_csv, cites_pdf, user_synonyms, wcvp, wfo; treated as a synonym by cites_pdf, user_synonyms, wcvp, wfo (of Bulbophyllum longiflorum)",explicit,5,4,Bulbophyllum longiflorum,Bulbophyllum elegans (Teijsm. & Binn.) J.J.Sm.
Bulbophyllum elegans,user_synonyms,accepted+synonym_of,Bulbophyllum longiflorum,3359,,Heterotypic,status_conflict,"accepted by cites_csv, cites_pdf, user_synonyms, wcvp, wfo; treated as a synonym by cites_pdf, user_synonyms, wcvp, wfo (of Bulbophyllum longiflorum)",explicit,5,4,Bulbophyllum longiflorum,Bulbophyllum elegans
Bulbophyllum elizae,cites_pdf,synonym_of,Bulbophyllum longiflorum,p80_y263.8_3,(F. Muell.) Benth.=Bulbophyllum elisae (F.Muell.) Benth.,Unknown,parent_contested,"all 1 source(s) place it in Bulbophyllum longiflorum, but Bulbophyllum longiflorum is itself contested",explicit,0,1,Bulbophyllum longiflorum,Bulbophyllum elizae (F. Muell.) Benth.=Bulbophyllum elisae (F.Muell.) Benth.
